,AgencySystem_Name,SiteSystem_Name,Agency_Id,Site_Id,Site_AgencyId,Site_Status,site_lat,site_long,site_zip_lat,site_zip_long,site_address
1701,RICHLAND COUNTY EMERGENCY MANAGEMENT,RICHLAND COUNTY EMERGENCY MANAGEMENT,1651,7892.0,1651.0,active,43.3340211,-90.3863866,43.37154,-90.42982,"181 West Seminary Street Richland Center WI, 53581"
1702,UNITED WAY OF DANE COUNTY,UNITED WAY OF DANE COUNTY,1652,6185.0,1652.0,active,43.0923884,-89.3525366,43.12822,-89.384636,"2059 Atwood Avenue Madison WI, 53704"
1703,UNITED WAY OF DANE COUNTY,UNITED WAY OF DANE COUNTY - 211,1652,10994.0,1652.0,active,43.073728,-89.3823586,43.0707,-89.37565," MADISON WI, 53703"
1704,UNITED WAY OF DANE COUNTY,ZZZINACTIVE VILLAGER SHOPPING MALL,1652,31641.0,1652.0,active,43.0412025,-89.3952894,43.03725,-89.38687,"2300 SOUTH PARK STREET MADISON WI, 53713"
1705,UNITED WAY OF DANE COUNTY,ZZZINACTIVE ALLIANT ENERGY CENTER,1652,31642.0,1652.0,active,43.045967,-89.3792134,43.03725,-89.38687,"1919 Alliant Energy Center Way Madison WI, 53713"
1706,BUTTERNUT SCHOOL DISTRICT,BUTTERNUT SCHOOL DISTRICT,1653,1010.0,1653.0,active,46.01580897,-90.49654961,46.03962,-90.58198,"312 West Wisconsin Street Butternut WI, 54514"
1707,GREEN BAY METRO FIRE DEPARTMENT,GREEN BAY METRO FIRE DEPARTMENT,1654,1473.0,1654.0,active,44.5081499,-88.0187769,44.483376,-88.02269,"501 S WASHINGTON ST GREEN BAY WI, 54301"
1708,WISCONSIN WOMEN'S NETWORK,WISCONSIN WOMEN'S NETWORK,1656,5885.0,1656.0,active,43.06719417,-89.39264582,43.0707,-89.37565,"612 West Main Street Suite 200 Madison WI, 53703"
1709,ZZZAURORA PHARMACY,ZZZAURORA PHARMACY,1657,1475.0,1657.0,active,44.4745585,-87.9429275,44.519512,-87.90283,"2845 GREENBRIER RD GREEN BAY WI, 54311"
1710,ZZZCOULEE DRUG TESTING,ZZZCOULEE DRUG TESTING,1658,7895.0,1658.0,active,43.8455672,-91.2479319,43.8685,-91.278885,"1526 Rose Street Suite 100 La Crosse WI, 54603"
1711,SAINT MARY CATHOLIC SCHOOL,SAINT MARY CATHOLIC SCHOOL,1659,2463.0,1659.0,active,44.9070393,-90.3178405,44.901592,-90.28701,"209 S 2ND ST COLBY WI, 54421"
1712,SCHOOL DISTRICT OF MELLEN,SCHOOL DISTRICT OF MELLEN,1660,1012.0,1660.0,active,46.32396227,-90.6606426,46.280262,-90.7369,"420 South Main Street Mellen WI, 54546"
1713,WISCONSIN YOUTH COMPANY,WISCONSIN YOUTH COMPANY,1662,8008.0,1662.0,active,43.0406289,-89.5045318,43.028484,-89.49091,"1201 McKenna Boulevard Madison WI, 53719"
1714,CLAYTON COUNTY EMERGENCY MANAGEMENT,CLAYTON COUNTY EMERGENCY MANAGEMENT,1663,7897.0,1663.0,active,42.8689704,-91.3985063,42.839424,-91.39605,"600 Gunder Road Suite 13 Elkader IA, 52043"
1715,"BRIDGE, THE",THE BRIDGE,1664,1478.0,1664.0,active,44.5142086,-87.9568747,44.505505,-87.96799,"2514 JENNY LANE GREEN BAY WI, 54302"
1716,OCONTO COUNTY TIMES HERALD,OCONTO COUNTY TIMES HERALD,1665,170.0,1665.0,active,44.87921634,-88.1359913,44.871628,-88.183655,"420 N Chestnut Avenue Oconto Falls WI, 54154"
1717,ZZZSAINT PAUL SCHOOL,ZZZSAINT PAUL SCHOOL,1667,2217.0,1667.0,active,44.791297,-89.706263,44.764305,-89.7272,"404 HIGH ST MOSINEE WI, 54455"
1718,MEMORIAL MEDICAL CENTER- ASHLAND,MEMORIAL MEDICAL CENTER- ASHLAND,1668,1013.0,1668.0,active,46.56696995,-90.88796212,46.560402,-90.926605,"1615 Maple Lane Ashland WI, 54806"
1719,ZZZINACTIVE - WOMEN EMPLOYED,ZZZINACTIVE - WOMEN EMPLOYED,1669,9324.0,1669.0,active,41.8864632,-87.6275104,41.88502,-87.62239,"1 East Wacker Drive Suite 3110 Chicago IL, 60601"
1720,ZZZ FIRST UNITED CHURCH OF CHRIST,ZZZ FIRST UNITED CHURCH OF CHRIST,1670,1482.0,1670.0,active,44.504988,-88.0079475,44.483376,-88.02269,"509 SOUTH WEBSTER AVENUE GREEN BAY WI, 54301"
1721,ZZZSAINT VINCENT DE PAUL - WOOD COUNTY,ZZZSAINT VINCENT DE PAUL OUTREACH CENTER,1671,2218.0,1671.0,active,44.6681341,-90.1722778,44.639057,-90.18815,"149 NORTH CENTRAL AVENUE MARSHFIELD WI, 54449"
1722,ZZZSAINT VINCENT DE PAUL - WOOD COUNTY,ZZZSAINT VINCENT DE PAUL THRIFT STORE,1671,2220.0,1671.0,active,44.6684086,-90.1722996,44.639057,-90.18815,"169 NORTH CENTRAL AVENUE MARSHFIELD WI, 54449"
1723,ZZZSAINT VINCENT DE PAUL - WOOD COUNTY,INACTIVE PROGRAMS,1671,9821.0,1671.0,active,44.66267638,-90.17283127,44.639057,-90.18815," Marshfield WI, 54449"
1724,YOUTH FOR UNDERSTANDING USA,YOUTH FOR UNDERSTANDING USA,1672,1664.0,1672.0,active,38.91417608,-77.02104932,38.910717,-77.01666,"641 S Street, NW Suite 200 Washington DC, 20001"
1725,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,AUGUSTANA REHABILITATION CENTER,1673,171.0,1673.0,active,45.07639065,-87.61483704,45.09188,-87.67188,"831 Pine Beach Road Marinette WI, 54143"
1726,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,EDGEWOOD MANOR,1673,172.0,1673.0,active,45.075022,-87.62078161,45.09188,-87.67188,"1101 Northland Terrace Lane Marinette WI, 54143"
1727,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,NORTHLAND VILLAGE,1673,173.0,1673.0,active,45.07635799,-87.61717677,45.09188,-87.67188,"1025 Pine Beach Road Marinette WI, 54143"
1728,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,NORTHLAND LUTHERAN HOME HEALTH,1673,174.0,1673.0,active,45.07635799,-87.6164197,45.09188,-87.67188,"925 Pine Beach Road Marinette WI, 54143"
1729,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,INTERFAITH MANOR,1673,175.0,1673.0,active,45.10706956,-87.6176876,45.234592,-87.56343,"1220 9th Avenue Menominee MI, 49858"
1730,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,NEW HOPE HEIGHTS,1673,176.0,1673.0,active,45.14260886,-87.61953305,45.234592,-87.56343,"1520 46th Avenue Menominee MI, 49858"
1731,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,NORTHLAND TERRACE/HOMES,1673,177.0,1673.0,active,45.07483302,-87.62139451,45.09188,-87.67188,"1200 Northland Terrace Lane Marinette WI, 54143"
1732,NORTHLAND LUTHERAN RETIREMENT COMMUNITY,LUTHER MANOR,1673,32024.0,1673.0,active,45.07532,-87.6153397,45.09188,-87.67188,"831 Pine Beach Road Marinette WI, 54143"
1733,MELLEN AREA CHAMBER OF COMMERCE,MELLEN AREA CHAMBER OF COMMERCE,1674,1015.0,1674.0,active,46.32673502,-90.66053912,46.280262,-90.7369,"117 South Main Street Mellen WI, 54546"
1734,BUFFALO COUNTY CLERK OF COURT,BUFFALO COUNTY CLERK OF COURT,1675,7901.0,1675.0,active,44.3196956,-91.9132442,44.37871,-91.77546,"407 South 2nd Street Alma WI, 54610"
1735,ZZZTHE EPISCOPAL CHURCH OF SAINT JOHN THE BAPTIST,ZZZTHE EPISCOPAL CHURCH OF SAINT JOHN THE BAPTIST,1678,2223.0,1678.0,active,44.961698,-89.626903,45.01944,-89.50459,"330 MCCLELLAN ST WAUSAU WI, 54403"
1736,WISCONSIN STATE JOURNAL YOUTH SERVICES,ALLIANT ENGERGY CENTER,1679,6731.0,1679.0,active,43.0460008,-89.3791322,43.03725,-89.38687,"1919 Alliant Energy Center Way Madison WI, 53713"
1737,NORTHERN GREAT LAKES VISITORS CENTER,NORTHERN GREAT LAKES VISITORS CENTER,1680,1016.0,1680.0,active,46.58204084,-90.9771148,46.560402,-90.926605,"29270 County Highway G Ashland WI, 54806"
1738,ZZZINACTIVE-DAVITA NORTHWOODS,ZZZINACTIVE-DAVITA NORTHWOODS,1681,178.0,1681.0,active,44.77492674,-88.58427519,44.753555,-88.66879,"W7305 Elm Avenue Shawano WI, 54166"
1739,ZZZSELECTIVE SERVICE SYSTEM,ZZZSELECTIVE SERVICE SYSTEM,1682,2467.0,1682.0,active,42.11809299,-88.04299351,42.1106,-88.0342," Palatine IL, 60094"
1740,GREEN HAVEN FAMILY ADVOCATES,GREEN HAVEN FAMILY ADVOCATES,1684,4676.0,1684.0,active,42.6013236,-89.6369514,42.61051,-89.629395,"1811 11th Street Monroe WI, 53566"
1741,BUFFALO COUNTY CLERK,BUFFALO COUNTY CLERK,1686,7906.0,1686.0,active,44.3196956,-91.9132442,44.37871,-91.77546,"407 South 2nd Street Alma WI, 54610"
1742,SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,SHRINERS HOSPITAL FOR CHILDREN - WAUSAU CONTACT,1687,2470.0,1687.0,active,44.958853,-93.2108198,44.973156,-93.233826, 
1743,A&M SERVICES,A&M SERVICES,1689,179.0,1689.0,active,45.57202133,-88.90332604,45.51941,-88.923035,"413 N Lake Avenue, Suite A Crandon WI, 54520"
1744,MOTHERS AGAINST DRUNK DRIVING - WISCONSIN STATE OFFICE,MOTHERS AGAINST DRUNK DRIVING - WISCONSIN STATE OFFICE,1690,2514.0,1690.0,active,42.52302464,-89.01829433,42.5086,-89.0319," Beloit WI, 53512"
1745,"ZZZ POSITIVE VOICE, INC.","ZZZ POSITIVE VOICE, INC.",1691,1492.0,1691.0,active,44.52074525,-87.98543188,44.5195,-88.0199,"PO Box 1381 Green Bay WI, 54305"
1746,ZZZTRI CITY CURLING CLUB,ZZZTRI CITY CURLING CLUB,1692,1018.0,1692.0,active,44.36949791,-89.81863858,44.348774,-89.73908,"2821 Shady Lane Wisconsin Rapids WI, 54494"
1747,ZZZWITHERS GROUP HOME,ZZZWITHERS GROUP HOME,1694,1180.0,1694.0,active,44.830615,-89.95493,44.90187,-90.03178,"5040 W STILL HILL RD EDGAR WI, 54426"
1748,ZZZINACTIVE - MUMS NATIONAL PARENT-TO-PARENT NETWORK,ZZZINACTIVE - MUMS NATIONAL PARENT-TO-PARENT NETWORK,1695,9228.0,1695.0,active,44.45877119,-88.03692029,44.483376,-88.02269,"150 Custer Ct Green Bay WI, 54301"
1749,UNIVERSITY OF WISCONSIN - GREEN BAY,UNIVERSITY OF WISCONSIN - GREEN BAY,1696,1494.0,1696.0,active,44.532204,-87.9217003,44.519512,-87.90283,"2420 Nicolet Drive Green Bay WI, 54311"
1750,BUFFALO COUNTY DISTRICT ATTORNEY,BUFFALO COUNTY DISTRICT ATTORNEY,1697,7844.0,1697.0,active,44.3219707,-91.9142815,44.37871,-91.77546,"317 South 2nd Street Alma WI, 54610"
1751,ZZZKOHLMAN'S,ZZZKOHLMAN'S,1698,1181.0,1698.0,active,44.9542785,-89.6389844,44.95693,-89.71402,"735 S 3RD AVE WAUSAU WI, 54401"
1752,A & A ALEXANDRINA CENTER,A & A ALEXANDRINA CENTER,1700,1497.0,1700.0,active,44.5305774,-88.0604128,44.542973,-88.05582,"1600 Shawano Avenue Green Bay WI, 54303"
1753,MUSCULAR DYSTROPHY ASSOCIATION OF SOUTHWESTERN WISCONSIN,MUSCULAR DYSTROPHY ASSOCIATION OF SOUTHERN WISCONSIN,1701,8010.0,1701.0,active,43.05811218,-89.49211809,43.028484,-89.49091,"434 South Yellowstone Drive Suite 201 Madison WI, 53719"
1754,SCHOOL DISTRICT OF ABBOTSFORD,ABBOTSFORD SCHOOL DISTRICT,1702,1019.0,1702.0,active,44.94866681,-90.33041135,44.974308,-90.29751,"510 West Hemlock Street Abbotsford WI, 54405"
1755,ZZINACTIVE HELPING ONE STUDENT TO SUCCEED,ZZINACTIVE HELPING ONE STUDENT TO SUCCEED,1704,1500.0,1704.0,active,44.52762096,-88.02067922,44.542973,-88.05582,"905 Harrison Street Green Bay WI, 54303"
1756,MYASTHENIA GRAVIS FOUNDATION OF AMERICA - WISCONSIN CHAPTER,MYASTHENIA GRAVIS FOUNDATION OF AMERICA - WISCONSIN CHAPTER,1705,1968.0,1705.0,active,43.00679569,-88.02960138,42.994286,-88.04287," West Allis WI, 53227"
1757,LAC DU FLAMBEAU DOMESTIC ABUSE PROGRAM,LAC DU FLAMBEAU DOMESTIC ABUSE PROGRAM,1706,1186.0,1706.0,active,45.96960428,-89.89947666,45.92821,-89.907394," Lac Du Flambeau WI, 54538"
1758,ZZZINACTIVE-OCONTO COUNTY JOB CENTER,ZZZINACTIVE-OCONTO COUNTY JOB CENTER,1708,181.0,1708.0,active,44.88737958,-87.86602274,44.8877,-87.93925,"1201 Main Street Oconto WI, 54153"
1759,BUFFALO COUNTY REGISTER OF DEEDS,BUFFALO COUNTY REGISTER OF DEEDS,1710,7849.0,1710.0,active,44.3196956,-91.9132442,44.37871,-91.77546,"407 South 2nd Street Alma WI, 54610"
1760,"ZZZCHILD AND FAMILY SERVICES OF THE UPPER PENINSULA, INC.","ZZZCHILD AND FAMILY SERVICES OF THE UPPER PENINSULA, INC.",1712,182.0,1712.0,active,45.10931298,-87.617005,45.234592,-87.56343,"1200 11th Avenue Menominee MI, 49858"
1761,DOOR COUNTY PUBLIC HEALTH DEPT,DOOR COUNTY PUBLIC HEALTH DEPT,1713,1505.0,1713.0,active,44.83402733,-87.37403029,44.839985,-87.39971,"421 Nebraska Street 1st Floor, Peninsula Room Sturgeon Bay WI, 54235"
1762,ZZZINACTIVE - NAACP - MADISON BRANCH,ZZZINACTIVE - NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE - MADISON BRANCH,1714,5887.0,1714.0,active,43.07547394,-89.38293327,43.0707,-89.37565,"3 South Pinckney Street Suite 605 Madison WI, 53703"
1763,ZZZLAMERS BUS LINES,ZZZLAMERS BUS LINES,1716,1191.0,1716.0,active,44.8544241,-89.6360057,44.884373,-89.61825,"2415 TRAILWOOD LN ROTHSCHILD WI, 54474"
1764,JACKSON COUNTY REGISTER OF DEEDS,JACKSON COUNTY REGISTER OF DEEDS,1717,7908.0,1717.0,active,44.2954332,-90.8512642,44.246822,-90.77217,"307 Main Street Black River Falls WI, 54615"
1765,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,TAX SERVICES-AARP TAX PREPARATION ASSISTANCE,1718,1508.0,1718.0,active,44.52074525,-87.98543188,44.5195,-88.0199," Green Bay WI, 54305"
1766,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES- BAILEY'S HARBOR TOWN HALL,1718,1512.0,1718.0,active,45.0660028,-87.1243905,45.085526,-87.14126,"2392 CO RD F BAILEYS HARBOR WI, 54202"
1767,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES-ASHWAUBENON COMMUNITY CENTER,1718,1516.0,1718.0,active,44.4857733,-88.0688654,44.489906,-88.06991,"900 ANDERSON DR ASHWAUBENON WI, 54304"
1768,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES-BROWN COUNTY CENTRAL LIBRARY,1718,1518.0,1718.0,active,44.5148356,-88.009711,44.483376,-88.02269,"515 PINE ST GREEN BAY WI, 54301"
1769,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES- SISTER BAY SCANDIA VILLAGE,1718,1521.0,1718.0,active,45.1832413,-87.1204888,45.18449,-87.10468,"10560 APPLEWOOD RD SISTER BAY WI, 54234"
1770,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES_ STURGEON BAY SENIOR CENTER,1718,1523.0,1718.0,active,44.8432449,-87.361057,44.839985,-87.39971,"832 N 14TH AVE STURGEON BAY WI, 54235"
1771,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES- GREEN BAY COMMUNITY CHURCH,1718,1525.0,1718.0,active,44.55759381,-88.08464922,44.573605,-88.11151,"600 Cardinal Lane Howard-Suamico WI, 54313"
1772,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES-ALLOUEZ VILLAGE HALL,1718,1528.0,1718.0,active,44.4845147,-88.0127364,44.483376,-88.02269,"1900 LIBAL ST ALLOUEZ WI, 54301"
1773,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES-HOWARD COMMUNITY CENTER,1718,1530.0,1718.0,active,44.5625205,-88.0771955,44.573605,-88.11151,"2456 GLENDALE AVE HOWARD WI, 54313"
1774,AARP TAX PREPARATION ASSISTANCE: BROWN & DOOR COUNTIES,ZZZINACTIVE_TAX SERVICES- DE PERE COMMUNITY CENTER,1718,1532.0,1718.0,active,44.4462057,-88.076421,44.409664,-88.09825,"600 GRANT ST DE PERE WI, 54115"
1775,MARINETTE COUNTY VETERANS SERVICE OFFICE,MARINETTE COUNTY VETERANS SERVICE OFFICE,1719,183.0,1719.0,active,45.1003417,-87.6333085,45.09188,-87.67188,"1926 Hall Avenue Marinette WI, 54143"
1776,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),1720,1024.0,1720.0,active,46.59653381,-90.65731191,46.597935,-90.65202,"72772 Elm Street Odanah WI, 54861"
1777,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BAD RIVER HEALTH AND WELLNESS CENTER,1720,1025.0,1720.0,active,46.59653381,-90.65731191,46.560402,-90.926605,"53585 Nokomis Rd Ashland WI, 54806"
1778,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BAD RIVER TRIBAL HOUSING AUTHORITY,1720,1030.0,1720.0,active,46.53771176,-90.57429638,46.597935,-90.65202,"75860 East Us Highway 2 Odanah WI, 54861"
1779,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BAD RIVER TRIBAL POLICE DEPARTMENT,1720,1031.0,1720.0,active,46.61215938,-90.69935684,46.597935,-90.65202," Odanah WI, 54861"
1780,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BOYS AND GIRLS CLUB OF BAD RIVER/MASHKISIB WISCONSIN,1720,1033.0,1720.0,active,46.59653381,-90.65731191,46.597935,-90.65202,"72830 Elm Street Odanah WI, 54861"
1781,BAD RIVER DEPARTMENT OF SOCIAL SERVICES (LAKE SUPERIOR TRIBE OF CHIPPEWA),BAD RIVER HEAD START,1720,1035.0,1720.0,active,44.92536295,-89.96104098,46.597935,-90.65202,"53751 Elm Street Odanah WI, 54861"
1782,ZZZLANDMARK APARTMENTS,ZZZLANDMARK APARTMENTS,1721,2165.0,1721.0,active,44.96061233,-89.62876025,45.01944,-89.50459,"221 Scott St Wausau WI, 54403"
1783,AFFORDABLE DENTURES,AFFORDABLE DENTURES,1722,8012.0,1722.0,active,43.05644786,-89.49588625,43.028484,-89.49091,"6668 Odana Rd Madison WI, 53719"
1784,WINNESHIEK COUNTY EMERGENCY MANAGEMENT,WINNESHIEK COUNTY EMERGENCY MANAGEMENT,1724,7910.0,1724.0,active,43.3063892,-91.7892625,43.33465,-91.77926,"400 Claiborne Drive Decorah IA, 52101"
1785,DOOR COUNTY CHILD SUPPORT AGENCY,DOOR COUNTY CHILD SUPPORT AGENCY,1725,1535.0,1725.0,active,44.81515997,-87.39756515,44.839985,-87.39971,"1211 South Duluth Avenue Sturgeon Bay WI, 54235"
1786,ZZZINACTIVE - NATIONAL CENTER FOR STUTTERING,ZZZINACTIVE - NATIONAL CENTER FOR STUTTERING,1727,1638.0,1727.0,active,40.73742711,-73.98110596,40.738632,-73.98294,"388 2nd Ave Ste 136 New York NY, 10010"
1787,ZZINACTIVE ABC FOR HEALTH,ZZINACTIVE ABC FOR HEALTH,1728,1538.0,1728.0,active,43.07030506,-89.39109957,43.0707,-89.37565,"32 North Basset Street Madison WI, 53703"
1788,AVAIL,AVAIL,1729,2169.0,1729.0,active,45.14410196,-89.15582296,45.10591,-89.19102," Antigo WI, 54409"
1789,NATIONAL CONSUMERS LEAGUE,NATIONAL CONSUMERS LEAGUE,1730,1672.0,1730.0,active,38.90261308,-77.03944581,38.8951,-77.03978,"1701 K St NW Ste 1200 Washington DC, 20006"
1790,ZZZLEADER DOGS FOR THE BLIND,ZZZLEADER DOGS FOR THE BLIND,1733,2172.0,1733.0,active,42.6886438,-83.1345104,42.659893,-83.12274,"1039 S ROCHESTER RD ROCHESTER MI, 48307"
1791,HAYWARD SALVATION ARMY,HAYWARD SALVATION ARMY,1734,1039.0,1734.0,active,46.01587162,-91.47808731,46.020123,-91.27997,"15693 Davis Avenue Hayward WI, 54843"
1792,NATIONAL MARROW DONOR PROGRAM,NATIONAL MARROW DONOR PROGRAM,1735,9305.0,1735.0,active,44.99885746,-93.21972275,45.002243,-93.241554,"3001 Broadway St NE Ste 100 Minneapolis MN, 55413"
1793,RICHLAND COUNTY REGISTER OF DEEDS,RICHLAND COUNTY REGISTER OF DEEDS,1736,7914.0,1736.0,active,43.3340211,-90.3863866,43.37154,-90.42982,"181 West Seminary Street Richland Center WI, 53581"
1794,"ZZINACTIVE CHILD FIND OF AMERICA, INC","ZZINACTIVE CHILD FIND OF AMERICA, INC",1737,1543.0,1737.0,active,41.74947672,-74.08091232,41.762074,-74.08722,"PO Box 277 New Paltz NY, 12561"
1795,ZZZMENOMINEE FREE RIDE BIKE PROJECT,ZZZMENOMINEE FREE RIDE BIKE PROJECT,1738,184.0,1738.0,active,45.12184334,-87.62333315,45.234592,-87.56343,"N2360 M-35 Menominee MI, 49858"
1796,"HELP OF DOOR COUNTY, INC","HELP OF DOOR COUNTY, INC",1740,1546.0,1740.0,active,44.8233653,-87.38816573,44.839985,-87.39971,"219 Green Bay Road Sturgeon Bay WI, 54235"
1797,"HELP OF DOOR COUNTY, INC",ZZ VISITATION AND EXCHANGE,1740,1552.0,1740.0,active,44.8233653,-87.38816573,44.839985,-87.39971,"219 Green Bay Road Sturgeon Bay WI, 54235"
1798,UNITED SPINAL ASSOCIATION,UNITED SPINAL ASSOCIATION,1741,1644.0,1741.0,active,40.76468085,-73.88461384,40.766094,-73.891846,"75-20 Astoria Boulevard Suite 120 East Elmhurst NY, 11370"
1799,LEAGUE OF WOMEN VOTERS OF WISCONSIN,LEAGUE OF WOMEN VOTERS OF WISCONSIN,1742,2174.0,1742.0,active,43.0677753,-89.3924189,43.0707,-89.37565,"612 West Main Street Suite 200 Madison WI, 53703"
1800,MARINETTE POLICE DEPARTMENT,MARINETTE POLICE DEPARTMENT,1743,185.0,1743.0,active,45.0996854,-87.6322796,45.09188,-87.67188,"1905 Hall Avenue Marinette WI, 54143"
1801,MADELINE ISLAND CHAMBER OF COMMERCE,MADELINE ISLAND CHAMBER OF COMMERCE,1744,1041.0,1744.0,active,46.77945354,-90.78626812,46.81343,-90.68017,"127 Middle Road La Pointe WI, 54850"
1802,TREMPEALEAU COUNTY CLERK OF COURT,TREMPEALEAU COUNTY CLERK OF COURT,1747,7938.0,1747.0,active,44.3668424,-91.3171761,44.391445,-91.28852,"36245 Main Street Whitehall WI, 54773"
1803,ZZZLEE'S PIGGLY WIGGLY,ZZZLEE'S PIGGLY WIGGLY,1748,1360.0,1748.0,active,44.7892665,-89.7294913,44.764305,-89.7272,"530 W STATE HWY 153 MOSINEE WI, 54455"
1804,NATIONAL WEATHER SERVICE - MILWAUKEE/SULLIVAN WEATHER FORECAST OFFICE,NATIONAL WEATHER SERVICE - MILWAUKEE/SULLIVAN WEATHER FORECAST OFFICE,1749,1871.0,1749.0,active,42.9679789,-88.5492456,42.971027,-88.48835,"N3533 Hardscrabble Road Dousman WI, 53118"
1805,ZZZMENOMINEE COUNTY TREASURER,ZZZMENOMINEE COUNTY TREASURER,1750,186.0,1750.0,active,45.10770377,-87.61257044,45.234592,-87.56343,"839 10th Avenue Menominee MI, 49858"
1806,ZZINACTIVE FEINGOLD ASSOCIATION OF THE US,ZZINACTIVE FEINGOLD ASSOCIATION OF THE US,1752,1557.0,1752.0,active,40.91939626,-72.65540768,40.924316,-72.64261,"554 East Main Street Suite 301 Riverhead NY, 11901"
1807,CHIPPEWA COUNTY CLERK OF COURT,CHIPPEWA COUNTY CLERK OF COURT,1753,7940.0,1753.0,active,44.9405362,-91.3964516,44.9462,-91.40844,"711 North Bridge Street Room 220 Chippewa Falls WI, 54729"
1808,ZZZ INACTIVE AMERICAN LUNG ASSOCIATION OF WISCONSIN,ZZZ INACTIVE AMERICAN LUNG ASSOCIATION OF WISCONSIN,1755,1560.0,1755.0,active,43.0955283,-88.07664265,43.06058,-88.096596,"13100 West Lisbon Road Suite 700 Brookfield WI, 53005"
1809,BAY AREA RURAL TRANSIT (BART),BAY AREA RURAL TRANSIT (BART),1756,1043.0,1756.0,active,46.59975937,-90.85369595,46.560402,-90.926605,"2216 6th St. E Ashland WI, 54806"
1810,ZZZMEDICAL ACCESS COALITION DELTA/MENOMINEE COUNTIES,ZZZMEDICAL ACCESS COALITION DELTA/MENOMINEE COUNTIES,1757,187.0,1757.0,active,45.109115,-87.61557525,45.234592,-87.56343,"1101 11th Avenue Suite 4 Menominee MI, 49858"
1811,ZZZLEGISLATIVE HOTLINE,ZZZLEGISLATIVE HOTLINE,1758,1364.0,1758.0,active,43.08082581,-89.39213926,43.0733,-89.4012," Madison WI, 53702"
1812,DUNN COUNTY CLERK OF CIRCUIT COURT,DUNN COUNTY CLERK OF CIRCUIT COURT,1759,7941.0,1759.0,active,44.8875528,-91.8813865,44.8399,-91.94304,"615 Stokke Parkway Suite 1500 Menomonie WI, 54751"
1813,ZZZINACTIVE - NEW HARVEST FOUNDATION,ZZZINACTIVE - NEW HARVEST FOUNDATION,1760,5739.0,1760.0,active,43.08082581,-89.39213926,43.0733,-89.4012," Madison WI, 53701"
1814,ZZINACTIVE CHILDREN'S SERVICE SOCIETY OF WISCONSIN,ZZINACTIVE CHILDREN'S SERVICE SOCIETY OF WISCONSIN,1761,1562.0,1761.0,active,43.02589149,-88.00712125,43.022305,-88.01583,"620 South 76th Street Suite 120 Milwaukee WI, 53214"
1815,ZZZAGING AND DISABILITY RESOURCE CENTER (ADRC) OF NORTHWEST WISCONSIN,ZZZADRC OF NORTHWEST WISCONSIN BURNETT COUNTY GOVERNMENT CENTER,1763,1045.0,1763.0,active,45.823678,-92.36617207,45.770428,-92.405975,"7410 County Road K #180 Siren WI, 54872"
1816,ZZZAGING AND DISABILITY RESOURCE CENTER (ADRC) OF NORTHWEST WISCONSIN,ZZZSIREN SENIOR CITIZEN CENTER,1763,1048.0,1763.0,active,45.78262972,-92.38130444,45.770428,-92.405975,"23943 State Road 35 Siren WI, 54872"
1817,ZZZAGING AND DISABILITY RESOURCE CENTER (ADRC) OF NORTHWEST WISCONSIN,ZZZGRANTSBURG SENIOR COMMUNITY CENTER,1763,1052.0,1763.0,active,45.77901117,-92.68242535,45.74655,-92.699104,"118 West Madison Avenue Grantsburg WI, 54840"
