title,link,date_parsed
Ensuring Opportunity: Altering Wisconsin's Safety Net to Encourage Upward Mobility,news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LmFlaS5vcmcvcmVzZWFyY2gtcHJvZHVjdHMvcmVwb3J0L2Vuc3VyaW5nLW9wcG9ydHVuaXR5LWFsdGVyaW5nLXdpc2NvbnNpbnMtc2FmZXR5LW5ldC10by1lbmNvdXJhZ2UtdXB3YXJkLW1vYmlsaXR5L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,8-5-2022
Let local private investors help run economy- Wisconsin Chancellor to government,news.google.com/./articles/CBMihwFodHRwczovL3d3dy5naGFuYXdlYi5jb20vR2hhbmFIb21lUGFnZS9idXNpbmVzcy9MZXQtbG9jYWwtcHJpdmF0ZS1pbnZlc3RvcnMtaGVscC1ydW4tZWNvbm9teS1XaXNjb25zaW4tQ2hhbmNlbGxvci10by1nb3Zlcm5tZW50LTE1ODc2ODbSAQA?hl=en-US&gl=US&ceid=US%3Aen,7-22-2022
'Crisis of Confidence': Poor quality drinking water leads to distrust in government,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3Lndwci5vcmcvc2hvd3MvY3Jpc2lzLWNvbmZpZGVuY2UtcG9vci1xdWFsaXR5LWRyaW5raW5nLXdhdGVyLWxlYWRzLWRpc3RydXN0LWdvdmVybm1lbnTSAQA?hl=en-US&gl=US&ceid=US%3Aen,9-28-2022
Wisconsin officials craft Fiserv deal with concern firm could move headquarters out of state - Milwaukee Business Journal,news.google.com/./articles/CBMiXmh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9taWx3YXVrZWUvbmV3cy8yMDIyLzEwLzMxL2Zpc2Vydi1iZWhpbmQtdGhlLWRlYWwtaGVhZHF1YXJ0ZXJzLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-31-2022
"Many voters are worried about climate change, but it's not top of mind in Wisconsin's US Senate race",news.google.com/./articles/CBMia2h0dHBzOi8vd3d3Lndwci5vcmcvbWFueS12b3RlcnMtYXJlLXdvcnJpZWQtYWJvdXQtY2xpbWF0ZS1jaGFuZ2UtaXRzLW5vdC10b3AtbWluZC13aXNjb25zaW5zLXVzLXNlbmF0ZS1yYWNl0gEA?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
Surplus another ‘golden opportunity’ Republicans are determined to miss,news.google.com/./articles/CBMib2h0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tLzIwMjIvMDEvMjYvc3VycGx1cy1hbm90aGVyLWdvbGRlbi1vcHBvcnR1bml0eS1yZXB1YmxpY2Fucy1hcmUtZGV0ZXJtaW5lZC10by1taXNzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,1-26-2022
'We lost a lot more than that': The toll of losing 40K Wisconsin dairy farms in 4 decades,news.google.com/./articles/CBMiVGh0dHBzOi8vd3d3Lndwci5vcmcvd2UtbG9zdC1sb3QtbW9yZS10b2xsLWxvc2luZy00MGstd2lzY29uc2luLWRhaXJ5LWZhcm1zLTQtZGVjYWRlc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,3-2-2022
Racial disparities in homeownership a statewide problem in Wisconsin,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbmV3cy9zb2x1dGlvbnMvMjAyMi8wNC8wNi9yYWNpYWwtZGlzcGFyaXRpZXMtaG9tZW93bmVyc2hpcC1zdGF0ZXdpZGUtcHJvYmxlbS13aXNjb25zaW4vOTQ2MzE1NjAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,4-6-2022
"From pillar of progressivism to capital of conservatism, what the hell happened to Wisconsin?",news.google.com/./articles/CBMic2h0dHBzOi8vdGhlcmVhbG5ld3MuY29tL2Zyb20tcGlsbGFyLW9mLXByb2dyZXNzaXZpc20tdG8tY2FwaXRhbC1vZi1jb25zZXJ2YXRpc20td2hhdC10aGUtaGVsbC1oYXBwZW5lZC10by13aXNjb25zaW7SAQA?hl=en-US&gl=US&ceid=US%3Aen,3-16-2022
Wisconsin Republican gubernatorial candidate Tim Michels gave $175K to anti-abortion groups in 2020,news.google.com/./articles/CBMicGh0dHBzOi8vd3d3Lndwci5vcmcvd2lzY29uc2luLXJlcHVibGljYW4tZ3ViZXJuYXRvcmlhbC1jYW5kaWRhdGUtdGltLW1pY2hlbHMtZ2F2ZS0xNzVrLWFudGktYWJvcnRpb24tZ3JvdXBzLTIwMjDSAQA?hl=en-US&gl=US&ceid=US%3Aen,9-1-2022
Police update cause of death for mother in Wisconsin fire,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMTEvMDcvcG9saWNlLXVwZGF0ZS1jYXVzZS1kZWF0aC1tb3RoZXItd2lzY29uc2luLWZpcmUv0gFfaHR0cHM6Ly93d3cud2VhdS5jb20vMjAyMi8xMS8wNy9wb2xpY2UtdXBkYXRlLWNhdXNlLWRlYXRoLW1vdGhlci13aXNjb25zaW4tZmlyZS8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
"Vote to create regional fire protection force provides greater efficiency, equity across Wisconsin public services",news.google.com/./articles/CBMingFodHRwczovL2JhZGdlcmhlcmFsZC5jb20vb3Bpbmlvbi8yMDIyLzExLzA3L3ZvdGUtdG8tY3JlYXRlLXJlZ2lvbmFsLWZpcmUtcHJvdGVjdGlvbi1mb3JjZS1wcm92aWRlcy1ncmVhdGVyLWVmZmljaWVuY3ktZXF1aXR5LWFjcm9zcy13aXNjb25zaW4tcHVibGljLXNlcnZpY2VzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
"$30,000 damage in apartment fire in West Bend, WI | By Kenny Asselin",news.google.com/./articles/CBMiQmh0dHBzOi8vd3d3Lndhc2hpbmd0b25jb3VudHlpbnNpZGVyLmNvbS8zMDAwMC1kYW1hZ2UtaW4tYXBhcnRtZW50L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-9-2022
Early morning house fire in Mobile on Wisconsin Avenue,news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LndrcmcuY29tL3RvcC1zdG9yaWVzL2Vhcmx5LW1vcm5pbmctaG91c2UtZmlyZS1pbi1tb2JpbGUtb24td2lzY29uc2luLWF2ZW51ZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-23-2022
The Landlord & the Tenant,news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LnByb3B1YmxpY2Eub3JnL2FydGljbGUvbWlsd2F1a2VlLWZpcmUtYnJ1bm5lci1iZWxlbi1sYW5kbG9yZC10ZW5hbnTSAVNodHRwczovL3d3dy5wcm9wdWJsaWNhLm9yZy9hcnRpY2xlL21pbHdhdWtlZS1maXJlLWJydW5uZXItYmVsZW4tbGFuZGxvcmQtdGVuYW50L2FtcA?hl=en-US&gl=US&ceid=US%3Aen,11-16-2022
Fire in Milwaukee Suburb Kills Six People,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMTAvMjEvdXMvd2lzY29uc2luLWhhcnRsYW5kLWFwYXJ0bWVudC1maXJlLWZhdGFsaXRpZXMuaHRtbNIBW2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMTAvMjEvdXMvd2lzY29uc2luLWhhcnRsYW5kLWFwYXJ0bWVudC1maXJlLWZhdGFsaXRpZXMuYW1wLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,10-23-2022
DNR: High fire danger Wednesday across western Wisconsin,news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMTEvMDIvZG5yLWhpZ2gtZmlyZS1kYW5nZXItd2VkbmVzZGF5LWFjcm9zcy13ZXN0ZXJuLXdpc2NvbnNpbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-2-2022
The springtime is Wisconsin’s wildfire season,news.google.com/./articles/CBMiSmh0dHBzOi8vd3d3Lm5iYzE1LmNvbS8yMDIyLzAzLzI4L3NwcmluZ3RpbWUtaXMtd2lzY29uc2lucy13aWxkZmlyZS1zZWFzb24v0gFZaHR0cHM6Ly93d3cubmJjMTUuY29tLzIwMjIvMDMvMjgvc3ByaW5ndGltZS1pcy13aXNjb25zaW5zLXdpbGRmaXJlLXNlYXNvbi8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,3-28-2022
Fire chief: Combined Locks fire response may be largest in Wisconsin history,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDcvMTEvZmlyZS1jaGllZi1jb21iaW5lZC1sb2Nrcy1maXJlLXJlc3BvbnNlLW1heS1iZS1sYXJnZXN0LXdpc2NvbnNpbi1oaXN0b3J5L9IBeGh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDcvMTEvZmlyZS1jaGllZi1jb21iaW5lZC1sb2Nrcy1maXJlLXJlc3BvbnNlLW1heS1iZS1sYXJnZXN0LXdpc2NvbnNpbi1oaXN0b3J5Lz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,7-11-2022
House Fire On Lilac Lane In New Berlin Quickly Extinguished,news.google.com/./articles/CBMiW2h0dHBzOi8vcGF0Y2guY29tL3dpc2NvbnNpbi9uZXdiZXJsaW4vaG91c2UtZmlyZS1saWxhYy1sYW5lLW5ldy1iZXJsaW4tcXVpY2tseS1leHRpbmd1aXNoZWTSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-22-2022
Wisconsin DNR urges no outdoor burning Saturday amid high fire risk,news.google.com/./articles/CBMiigFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbmV3cy8yMDIyLzA1LzA3L3dpc2NvbnNpbi1kbnItdXJnZXMtbm8tb3V0ZG9vci1idXJuaW5nLXNhdHVyZGF5LWFtaWQtaGlnaC1maXJlLXJpc2svOTY4OTI3MzAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,5-7-2022
Wisconsin sees alarming number of residential fire deaths,news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3Lm5iYzE1LmNvbS8yMDIyLzA2LzA2L3dpc2NvbnNpbi1zZWVzLWFsYXJtaW5nLW51bWJlci1yZXNpZGVudGlhbC1maXJlLWRlYXRocy_SAWdodHRwczovL3d3dy5uYmMxNS5jb20vMjAyMi8wNi8wNi93aXNjb25zaW4tc2Vlcy1hbGFybWluZy1udW1iZXItcmVzaWRlbnRpYWwtZmlyZS1kZWF0aHMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,6-6-2022
DNR: Very high fire danger persists into Monday across most of Wisconsin,news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMDUvMTYvZG5yLXZlcnktaGlnaC1maXJlLWRhbmdlci1wZXJzaXN0cy1pbnRvLW1vbmRheS1hY3Jvc3MtbW9zdC13aXNjb25zaW4v0gF0aHR0cHM6Ly93d3cud2VhdS5jb20vMjAyMi8wNS8xNi9kbnItdmVyeS1oaWdoLWZpcmUtZGFuZ2VyLXBlcnNpc3RzLWludG8tbW9uZGF5LWFjcm9zcy1tb3N0LXdpc2NvbnNpbi8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,5-16-2022
DNR: Most of Wisconsin at very high fire danger Monday,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMDUvMDkvZG5yLW1vc3Qtd2lzY29uc2luLXZlcnktaGlnaC1maXJlLWRhbmdlci1tb25kYXkv0gFfaHR0cHM6Ly93d3cud2VhdS5jb20vMjAyMi8wNS8wOS9kbnItbW9zdC13aXNjb25zaW4tdmVyeS1oaWdoLWZpcmUtZGFuZ2VyLW1vbmRheS8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,5-9-2022
"Wisconsin restaurant ‘total loss’ after damaging fire, no sprinkler system",news.google.com/./articles/CBMidmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy93aXNjb25zaW4tcmVzdGF1cmFudC10b3RhbC1sb3NzLWFmdGVyLWRhbWFnaW5nLWZpcmUtbm8tc3ByaW5rbGVyLXN5c3RlbS_SAXpodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS9uZXdzL2xvY2FsLW5ld3Mvd2lzY29uc2luLXJlc3RhdXJhbnQtdG90YWwtbG9zcy1hZnRlci1kYW1hZ2luZy1maXJlLW5vLXNwcmlua2xlci1zeXN0ZW0vYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,10-1-2022
"Southeastern Wisconsin fire danger 'high,' DNR reports",news.google.com/./articles/CBMiRGh0dHBzOi8vd3d3LmZveDZub3cuY29tL25ld3Mvc291dGhlYXN0ZXJuLXdpc2NvbnNpbi1maXJlLWRhbmdlci1oaWdo0gFIaHR0cHM6Ly93d3cuZm94Nm5vdy5jb20vbmV3cy9zb3V0aGVhc3Rlcm4td2lzY29uc2luLWZpcmUtZGFuZ2VyLWhpZ2guYW1w?hl=en-US&gl=US&ceid=US%3Aen,4-12-2022
"Amazon Black Friday Deals on Echo, Fire TV Stick, Ring Video Doorbell",news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL3JldGFpbC9hbWF6b24tYmxhY2stZnJpZGF5LWN5YmVyLW1vbmRheS1kZWFscy0yMDIyLWVjaG8ta2luZGxlLWZpcmUtdHYtcmluZ9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-25-2022
Six injured in industrial fire after explosion in southeast Wisconsin; all employees accounted for,news.google.com/./articles/CBMiVmh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9jcmV3cy1iYXR0bGUtbGFyZ2UtaW5kdXN0cmlhbC1maXJlLWluLXNvdXRoZWFzdC13aXNjb25zaW4v0gEA?hl=en-US&gl=US&ceid=US%3Aen,5-19-2022
Debris burning cited as cause of Wisconsin Rapids area house fire,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMTAvMTIvYXV0aG9yaXRpZXMtaW52ZXN0aWdhdGluZy1jYXVzZS1maXJlLXRoYXQtZGFtYWdlZC0yLXdvb2QtY291bnR5LWhvbWVzL9IBdWh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMTAvMTIvYXV0aG9yaXRpZXMtaW52ZXN0aWdhdGluZy1jYXVzZS1maXJlLXRoYXQtZGFtYWdlZC0yLXdvb2QtY291bnR5LWhvbWVzLz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
Check before burning: Wisconsin in the middle of wildfire season,news.google.com/./articles/CBMiYmh0dHBzOi8vZm94MTFvbmxpbmUuY29tL25ld3Mvc3RhdGUvY2hlY2stYmVmb3JlLWJ1cm5pbmctd2lzY29uc2luLWluLXRoZS1taWRkbGUtb2Ytd2lsZGZpcmUtc2Vhc29u0gFmaHR0cHM6Ly9mb3gxMW9ubGluZS5jb20vYW1wL25ld3Mvc3RhdGUvY2hlY2stYmVmb3JlLWJ1cm5pbmctd2lzY29uc2luLWluLXRoZS1taWRkbGUtb2Ytd2lsZGZpcmUtc2Vhc29u?hl=en-US&gl=US&ceid=US%3Aen,4-4-2022
Fire at Wisconsin supper club closes Highway 51 for two hours,news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9maXJlLWF0LXdpc2NvbnNpbi1zdXBwZXItY2x1Yi1jbG9zZXMtaGlnaHdheS01MS1mb3ItdHdvLWhvdXJzL9IBcGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9maXJlLWF0LXdpc2NvbnNpbi1zdXBwZXItY2x1Yi1jbG9zZXMtaGlnaHdheS01MS1mb3ItdHdvLWhvdXJzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,10-6-2022
"Police, firefighters respond to apartment fire where 6 died",news.google.com/./articles/CBMilwFodHRwczovL3d3dy5qc29ubGluZS5jb20vcGljdHVyZS1nYWxsZXJ5L2NvbW11bml0aWVzL2xha2UtY291bnRyeS8yMDIyLzEwLzIxL3BvbGljZS1yZXNwb25kLWhhcnRsYW5kLXdpc2NvbnNpbi1hcGFydG1lbnQtZmlyZS13aGVyZS03LWRpZWQvMTA1NjQzNTcwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,10-21-2022
"Fire at Wisconsin anti-abortion office investigated as arson, police say",news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3Mvd2lzY29uc2luLWFudGktYWJvcnRpb24tY2xpbmljLWZpcmUtbWFkaXNvbi1hcnNvbi1pbnZlc3RpZ2F0aW9uL9IBYWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXdzL3dpc2NvbnNpbi1hbnRpLWFib3J0aW9uLWNsaW5pYy1maXJlLW1hZGlzb24tYXJzb24taW52ZXN0aWdhdGlvbi8?hl=en-US&gl=US&ceid=US%3Aen,5-9-2022
Members of Wisconsin's Red Cross help with California fires,news.google.com/./articles/CBMicmh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8wOS8xNC9tZW1iZXJzLW9mLXdpc2NvbnNpbi1zLXJlZC1jcm9zcy1oZWxwLXdpdGgtY2FsaWZvcm5pYS1maXJlc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,9-14-2022
"Manufacturing fire in Waupaca, 70+ firefighters & first responders on scene",news.google.com/./articles/CBMidmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9tYW51ZmFjdHVyaW5nLWZpcmUtaW4td2F1cGFjYS03MC1maXJlZmlnaHRlcnMtZmlyc3QtcmVzcG9uZGVycy1vbi1zY2VuZS_SAXpodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS9uZXdzL2xvY2FsLW5ld3MvbWFudWZhY3R1cmluZy1maXJlLWluLXdhdXBhY2EtNzAtZmlyZWZpZ2h0ZXJzLWZpcnN0LXJlc3BvbmRlcnMtb24tc2NlbmUvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,6-13-2022
Sheriff's official: 4 children die in Wisconsin house fire,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5rYXJlMTEuY29tL2FydGljbGUvbmV3cy9sb2NhbC9vZmZpY2lhbC00LWNoaWxkcmVuLWRpZS1pbi13aXNjb25zaW4taG91c2UtZmlyZS84OS04ZTBlODJkNy1hNzIzLTQ1NmItYjk0Ni0yNjliZmY1NTk5OTXSAYUBaHR0cHM6Ly93d3cua2FyZTExLmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2xvY2FsL29mZmljaWFsLTQtY2hpbGRyZW4tZGllLWluLXdpc2NvbnNpbi1ob3VzZS1maXJlLzg5LThlMGU4MmQ3LWE3MjMtNDU2Yi1iOTQ2LTI2OWJmZjU1OTk5NQ?hl=en-US&gl=US&ceid=US%3Aen,5-7-2022
"Firefighter, man both injured after house fire on Wisconsin Street Monday in Racine",news.google.com/./articles/CBMiqAFodHRwczovL2pvdXJuYWx0aW1lcy5jb20vbmV3cy9sb2NhbC9maXJlZmlnaHRlci1tYW4tYm90aC1pbmp1cmVkLWFmdGVyLWhvdXNlLWZpcmUtb24td2lzY29uc2luLXN0cmVldC1tb25kYXktaW4tcmFjaW5lL2FydGljbGVfZDVkZGRiYjYtNGU1ZS0xMWVkLTg5ZDctMTdkYjgyNzhhZmJiLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-17-2022
Prescribed burns: Why Wisconsin is behind on the trend,news.google.com/./articles/CBMiQGh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvcHJlc2NyaWJlZC1idXJucy13aXNjb25zaW4tdHJlbmTSAURodHRwczovL3d3dy5mb3g2bm93LmNvbS93ZWF0aGVyL3ByZXNjcmliZWQtYnVybnMtd2lzY29uc2luLXRyZW5kLmFtcA?hl=en-US&gl=US&ceid=US%3Aen,5-18-2022
4 trapped upstairs die in western Wisconsin house fire,news.google.com/./articles/CBMiYGh0dHBzOi8vYnJpbmdtZXRoZW5ld3MuY29tL3dpc2NvbnNpbi1uZXdzLzQtdHJhcHBlZC11cHN0YWlycy1kaWUtaW4td2VzdGVybi13aXNjb25zaW4taG91c2UtZmlyZdIBZWh0dHBzOi8vYnJpbmdtZXRoZW5ld3MuY29tLy5hbXAvd2lzY29uc2luLW5ld3MvNC10cmFwcGVkLXVwc3RhaXJzLWRpZS1pbi13ZXN0ZXJuLXdpc2NvbnNpbi1ob3VzZS1maXJl?hl=en-US&gl=US&ceid=US%3Aen,5-6-2022
6 found dead in apartment fire in southern Wisconsin,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LmNic25ld3MuY29tL21pbm5lc290YS9uZXdzLzcta2lsbGVkLWluLWFwYXJ0bWVudC1maXJlLWluLXNvdXRoZXJuLXdpc2NvbnNpbi1jcmltaW5hbC1pbnZlc3RpZ2F0aW9uLXVuZGVyd2F5L9IBfGh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9taW5uZXNvdGEvbmV3cy83LWtpbGxlZC1pbi1hcGFydG1lbnQtZmlyZS1pbi1zb3V0aGVybi13aXNjb25zaW4tY3JpbWluYWwtaW52ZXN0aWdhdGlvbi11bmRlcndheS8?hl=en-US&gl=US&ceid=US%3Aen,10-24-2022
"Portion of Wisconsin River Meats a ""total loss"" in overnight fire",news.google.com/./articles/CBMiqgFodHRwczovL3d3dy53aXNjbmV3cy5jb20vY29tbXVuaXR5L2p1bmVhdWNvdW50eXN0YXJ0aW1lcy9wb3J0aW9uLW9mLXdpc2NvbnNpbi1yaXZlci1tZWF0cy1hLXRvdGFsLWxvc3MtaW4tb3Zlcm5pZ2h0LWZpcmUvYXJ0aWNsZV85YmNmYWZmMi1mMzZiLTUyZmQtYmJjYS0zY2JkM2NiYWRkYWUuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,2-3-2022
"Fire ignites as resident tries to siphon gas with vacuum, Wisconsin officials say",news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LmthbnNhc2NpdHkuY29tL25ld3MvbmF0aW9uLXdvcmxkL25hdGlvbmFsL2FydGljbGUyNjM1NzQwMjMuaHRtbNIBS2h0dHBzOi8vYW1wLmthbnNhc2NpdHkuY29tL25ld3MvbmF0aW9uLXdvcmxkL25hdGlvbmFsL2FydGljbGUyNjM1NzQwMjMuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,7-18-2022
"1 dead, 1 escapes western Wisconsin house fire",news.google.com/./articles/CBMiV2h0dHBzOi8vYnJpbmdtZXRoZW5ld3MuY29tL3dpc2NvbnNpbi1uZXdzLzEtZGVhZC0xLWVzY2FwZXMtd2VzdGVybi13aXNjb25zaW4taG91c2UtZmlyZdIBXGh0dHBzOi8vYnJpbmdtZXRoZW5ld3MuY29tLy5hbXAvd2lzY29uc2luLW5ld3MvMS1kZWFkLTEtZXNjYXBlcy13ZXN0ZXJuLXdpc2NvbnNpbi1ob3VzZS1maXJl?hl=en-US&gl=US&ceid=US%3Aen,5-12-2022
Wisconsin fire departments have a volunteer staffing shortage,news.google.com/./articles/CBMihAFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvY29tbXVuaXRpZXMvMjAyMi8wNi8wNy9maXJlLWRlcGFydG1lbnRzLXNlYXJjaC1zb2x1dGlvbnMtYW1pZC12b2x1bnRlZXItc3RhZmZpbmctc2hvcnRhZ2UvOTc5ODI3NzAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,6-7-2022
Fire at Mr. G's Supper Club in Sturgeon Bay causes 5-hour closure on Wis. Highway 57,news.google.com/./articles/CBMinAFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbmV3cy9sb2NhbC9kb29yLWNvL25ld3MvMjAyMi8xMC8yNC9maXJlLWF0LXN0dXJnZW9uLWJheS1tci1ncy1jYXVzZXMtY2xvc3VyZS1vbi13aXNjb25zaW4taGlnaHdheS01Ny82OTU4NDk0NjAwNy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,10-24-2022
Fire damages historic Alma Hotel restaurant,news.google.com/./articles/CBMiVWh0dHBzOi8vYnJpbmdtZXRoZW5ld3MuY29tL3dpc2NvbnNpbi1uZXdzL2ZpcmUtZGFtYWdlcy1oaXN0b3JpYy1hbG1hLWhvdGVsLXJlc3RhdXJhbnTSAVpodHRwczovL2JyaW5nbWV0aGVuZXdzLmNvbS8uYW1wL3dpc2NvbnNpbi1uZXdzL2ZpcmUtZGFtYWdlcy1oaXN0b3JpYy1hbG1hLWhvdGVsLXJlc3RhdXJhbnQ?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
Suspected explosion sparks massive fire at Wisconsin construction business,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmtrdHYuY29tLzIwMjIvMDUvMTkvcG9zc2libGUtZXhwbG9zaW9uLXNwYXJrcy1tYXNzaXZlLWZpcmUtd2lzY29uc2luLWNvbnN0cnVjdGlvbi1idXNpbmVzcy_SAXZodHRwczovL3d3dy5ra3R2LmNvbS8yMDIyLzA1LzE5L3Bvc3NpYmxlLWV4cGxvc2lvbi1zcGFya3MtbWFzc2l2ZS1maXJlLXdpc2NvbnNpbi1jb25zdHJ1Y3Rpb24tYnVzaW5lc3MvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,5-19-2022
Bar destroyed by fire in western Wisconsin,news.google.com/./articles/CBMihgFodHRwczovL3d3dy5rYXJlMTEuY29tL2FydGljbGUvbmV3cy9sb2NhbC9iYXItZGVzdHJveWVkLWZpcmUtd2VzdGVybi13aXNjb25zaW4tbHVjay1sdWNrLWUtYmFyLzg5LWQ5NGI4MjhmLThjMDYtNDM4My05MjFhLTI0NGE0ZjlmNzk4MtIBigFodHRwczovL3d3dy5rYXJlMTEuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvYmFyLWRlc3Ryb3llZC1maXJlLXdlc3Rlcm4td2lzY29uc2luLWx1Y2stbHVjay1lLWJhci84OS1kOTRiODI4Zi04YzA2LTQzODMtOTIxYS0yNDRhNGY5Zjc5ODI?hl=en-US&gl=US&ceid=US%3Aen,3-10-2022
The Wisconsin DNR held wildfire training in Jackson Co.,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LndlYXUuY29tLzIwMjIvMDgvMjgvd2lzY29uc2luLWRuci1oZWxkLXdpbGRmaXJlLXRyYWluaW5nLWphY2tzb24tY28v0gFfaHR0cHM6Ly93d3cud2VhdS5jb20vMjAyMi8wOC8yOC93aXNjb25zaW4tZG5yLWhlbGQtd2lsZGZpcmUtdHJhaW5pbmctamFja3Nvbi1jby8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,8-27-2022
Video 6 dead in Wisconsin apartment fire,news.google.com/./articles/CBMiRmh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvdmlkZW8vZGVhZC13aXNjb25zaW4tYXBhcnRtZW50LWZpcmUtOTE4ODMzMzDSAQA?hl=en-US&gl=US&ceid=US%3Aen,10-21-2022
