INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1352791,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2033388,GREAT RIVERS 2-1-1
1352784,27155,27155,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,2033364,211 USE - COMMUNITY SHELTER UNMET
1352745,27155,27155,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,2033356,211 USE - COMMUNITY SHELTER UNMET
1352742,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2033294,GREAT RIVERS 2-1-1
1352731,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2033276,GREAT RIVERS 2-1-1
1352713,25385,25385,28504,16232,None,50065,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,2033250,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1352693,37546,37546,28130,15962,None,49031,410313,Aging and Disability Resource Centers,None,15962,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY,2033221,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY
1352684,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2033209,GREAT RIVERS 2-1-1
1352682,25250,25250,28703,15983,None,49125,409485,Landlord/Tenant Dispute Resolution,None,15983,LEGAL ACTION OF WISCONSIN - RACINE AREA,LEGAL ACTION OF WISCONSIN,2033204,LEGAL ACTION OF WISCONSIN
1352649,2693,2693,7387,935,None,17763,410911,Registered Home Nursing,None,935,GLOBAL HOME HEALTH CARE,GLOBAL HOME HEALTH CARE,2033162,GLOBAL HOME HEALTH CARE
1352633,1688,1688,11483,5793,None,25765,414522,Medical Information Services,None,5793,GUNDERSEN LUTHERAN MEDICAL CENTER - SUPPORT SERVICES BUILDING,GUNDERSEN LUTHERAN MEDICAL CENTER,2033130,GUNDERSEN LUTHERAN MEDICAL CENTER
1352600,32139,32139,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2033084,MILWAUKEE RESCUE MISSION
1352586,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2033062,IMPACT
1352550,2670,2670,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2033005,GREAT RIVERS 2-1-1
1352525,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032975,GREAT RIVERS 2-1-1
1352505,40475,40475,29028,16570,None,51176,408081,Diapers,None,16570,JLH WOMENS MENTORING SERVICES,JLH WOMENS MENTORING SERVICES,2032934, AgencySystem_ParentName: ""JLH WOMENS MENTORING SERVICES""
1352503,41475,41475,19963,11384,None,22730,408924,Property Tax Rebate Information,None,11384,WISCONSIN DEPARTMENT OF REVENUE - MILWAUKEE OFFICE,WISCONSIN DEPARTMENT OF REVENUE,2032932,WISCONSIN DEPARTMENT OF REVENUE
1352487,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032902,GREAT RIVERS 2-1-1
1352465,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032864,GREAT RIVERS 2-1-1
1352461,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032857,GREAT RIVERS 2-1-1
1352453,32088,32088,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,2032835,DIRECTORY ASSISTANCE NUMBERS
1352430,38451,38451,33458,19511,None,56852,414403,Furniture/Home Furnishings Donation Programs,None,19511,LOVE INC,LOVE INC.,2032799,LOVE INC.
1352373,28953,28953,28504,16232,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,2032692,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1352370,38663,38663,4074,6604,None,13734,407884,Homeless Motel Vouchers,None,6604,ECHO,ECHO,2032689,ECHO
1352342,1688,1688,20039,11403,None,22978,411232,EBT Card Services,None,11403,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES,2032646,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES
1352333,32088,32088,36530,23046,None,62328,346,COVID-19 Diagnostic Tests,None,23046,WALGREENS PHARMACY,WALGREENS PHARMACY,2032635,WALGREENS PHARMACY
1352314,22902,22902,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2032591,MILWAUKEE RESCUE MISSION
1352271,22071,22071,30126,15536,None,47134,407761,Food Pantries,None,15536,FRIEDENS COMMUNITY MINISTRIES - HOPE HOUSE OF MILWAUKEE,FRIEDENS COMMUNITY MINISTRIES,2032526,FRIEDENS COMMUNITY MINISTRIES
1352233,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032453,GREAT RIVERS 2-1-1
1352231,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2032451,IMPACT
1352196,32096,32096,19318,11270,None,22076,408258,Electric Service Payment Assistance,None,11270,UNITED MIGRANT OPPORTUNITY SERVICES (UMOS) - MILWAUKEE,UNITED MIGRANT OPPORTUNITY SERVICES,2032410,UNITED MIGRANT OPPORTUNITY SERVICES
1352165,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032322,GREAT RIVERS 2-1-1
1352132,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032254,GREAT RIVERS 2-1-1
1351993,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032195,GREAT RIVERS 2-1-1
1351982,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2032168,GREAT RIVERS 2-1-1
1351959,40613,40613,28397,16173,None,49695,414509,211 Systems,None,16173,IMPACT - 211,IMPACT,2032124,IMPACT
1351939,20319,20319,37398,23540,None,64924,408261,Internet Service Payment Assistance,None,23540,AT&T,AT&T,2032084,AT&T
1351838,36573,36573,28397,16173,None,63736,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2031883,IMPACT
1351765,15955,15955,33027,18266,None,55824,409482,Eviction Prevention Legal Assistance,None,18266,MEDIATE WISCONSIN - MILWAUKEE,MEDIATE WISCONSIN,2031724,MEDIATE WISCONSIN
1351762,16818,16818,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2031721,IMPACT
1351682,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031572,GREAT RIVERS 2-1-1
1351679,22475,22475,19963,11384,None,22730,408924,Property Tax Rebate Information,None,11384,WISCONSIN DEPARTMENT OF REVENUE - MILWAUKEE OFFICE,WISCONSIN DEPARTMENT OF REVENUE,2031568,WISCONSIN DEPARTMENT OF REVENUE
1351567,36299,36299,28141,15971,None,49073,408150,Disability Related Transportation,None,15971,RYDE RACINE,RYDE RACINE,2031338,RYDE RACINE
1351560,42542,42542,27055,15476,None,61863,407943,Rent Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST,COMMUNITY ADVOCATES,2031329,COMMUNITY ADVOCATES
1351536,41183,41183,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,2031289,DIRECTORY ASSISTANCE NUMBERS
1351525,42586,42586,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2031274,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1351521,25641,25641,7898,5975,None,12394,408855,Credit Report Dispute Assistance,None,5975,GREENPATH FINANCIAL WELLNESS OF MADISON,GREENPATH FINANCIAL WELLNESS,2031269,GREENPATH FINANCIAL WELLNESS
1351512,42542,42542,27055,15476,None,61863,407943,Rent Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST,COMMUNITY ADVOCATES,2031248,COMMUNITY ADVOCATES
1351483,34160,34160,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2031200,IMPACT
1351471,16008,16008,28456,16199,None,62472,407863,Soup Kitchens,None,16199,REPAIRERS OF THE BREACH,REPAIRERS OF THE BREACH,2031173,REPAIRERS OF THE BREACH
1351449,1688,1688,7489,754,None,54771,414582,Maps,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031130,GREAT RIVERS 2-1-1
1351448,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031129,GREAT RIVERS 2-1-1
1351447,1688,1688,None,None,None,None,414402,Electronics/Small Appliance Donation Programs,None,None,None, AgencySystem_Name: None,2031128, AgencySystem_ParentName: None
1351444,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2031122,IMPACT
1351438,1688,1688,,,,,,,,,,,,
1351433,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031107,GREAT RIVERS 2-1-1
1351414,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031086,GREAT RIVERS 2-1-1
1351402,2670,2670,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031074,GREAT RIVERS 2-1-1
1351392,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031058,GREAT RIVERS 2-1-1
1351372,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2031025,GREAT RIVERS 2-1-1
1351351,22131,22131,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2030996,IMPACT
1351347,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2030989,GREAT RIVERS 2-1-1
1351343,22131,22131,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2030983,MILWAUKEE RESCUE MISSION
1351334,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2030966,GREAT RIVERS 2-1-1
1351308,36211,36211,28505,16233,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,2030929,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1351254,22666,22666,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2030818,MILWAUKEE RESCUE MISSION
1351253,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2030817,GREAT RIVERS 2-1-1
1351166,25220,25220,28468,16208,None,49963,407870,Domestic Violence Shelters,None,16208,SOJOURNER FAMILY PEACE CENTER,SOJOURNER FAMILY PEACE CENTER,2030675,SOJOURNER FAMILY PEACE CENTER
1351154,22543,22543,27064,15479,None,46788,410447,General First Aid Instruction,None,15479,YMCA OF METROPOLITAN MILWAUKEE - RITE-HITE FAMILY YMCA,YMCA OF METROPOLITAN MILWAUKEE,2030656,YMCA OF METROPOLITAN MILWAUKEE
1351119,30284,30284,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,2030599,IMPACT
1351070,28088,28088,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2030497,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350924,33958,33958,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2030191,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350847,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2030027,GREAT RIVERS 2-1-1
1350819,2841,2841,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2029987,GREAT RIVERS 2-1-1
1350813,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2029973,GREAT RIVERS 2-1-1
1350812,21326,21326,19391,11314,None,22393,408420,Government Complaints/Government Ombudsman Offices,None,11314,WISCONSIN BOARD ON AGING AND LONG TERM CARE,WISCONSIN BOARD ON AGING AND LONG TERM CARE,2029972,WISCONSIN BOARD ON AGING AND LONG TERM CARE
1350809,42542,42542,27055,15476,None,63041,408260,Heating Fuel Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST,COMMUNITY ADVOCATES,2029968,COMMUNITY ADVOCATES
1350775,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2029922,GREAT RIVERS 2-1-1
1350773,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2029919,GREAT RIVERS 2-1-1
1350762,25220,25220,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2029890,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350713,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2029811,IMPACT
1350709,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2029805,GREAT RIVERS 2-1-1
1350631,28157,28157,27356,15591,None,47307,413708,Senior Centers,None,15591,SHOREWOOD SENIOR RESOURCE CENTER,SHOREWOOD, 'DateOfServiceProvided': None, InteractionReferral_Id: 2029651
1350444,27184,27184,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2029258,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350420,28157,28157,27715,15807,None,48083,411540,Water Heater Maintenance/Repair,None,15807,REVITALIZE MILWAUKEE,REVITALIZE MILWAUKEE,2029219,REVITALIZE MILWAUKEE
1350352,26129,26129,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2029103,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350280,29655,29655,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2028923,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350259,29981,29981,26909,15432,None,46349,408258,Electric Service Payment Assistance,None,15432,MAXIMUS - CENTURY CITY TOWER,MAXIMUS,2028886,MAXIMUS
1350223,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028819,GREAT RIVERS 2-1-1
1350218,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028814,GREAT RIVERS 2-1-1
1350206,16057,16057,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2028797,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1350151,28172,28172,27621,15740,None,47910,411476,Case/Care Management,None,15740,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE,2028682,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE
1350117,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028606,GREAT RIVERS 2-1-1
1350063,2679,2679,19185,11142,None,20701,408586,Consumer Education,None,11142,ABC FOR HEALTH,ABC FOR HEALTH,2028480,ABC FOR HEALTH
1350053,22666,22666,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,2028460,IMPACT
1350039,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028430,GREAT RIVERS 2-1-1
1350023,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028406,GREAT RIVERS 2-1-1
1350019,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028402,GREAT RIVERS 2-1-1
1350014,31893,31893,28397,16173,None,49695,414507,Comprehensive Information and Referral,None,16173,IMPACT - 211,IMPACT,2028400,IMPACT
1350010,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028392,GREAT RIVERS 2-1-1
1349888,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2028187,GREAT RIVERS 2-1-1
1349876,21737,21737,12770,2279,None,19762,407956,Housing Search Assistance,None,2279,SOCIALSERVE.COM,SOCIALSERVE.COM,2028154,SOCIALSERVE.COM
1349841,36299,36299,32482,17904,None,55118,407761,Food Pantries,None,17904,LAKEVIEW CHURCH OF CHRIST,LAKEVIEW CHURCH OF CHRIST,2028085,LAKEVIEW CHURCH OF CHRIST
1349808,22666,22666,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,2028027,IMPACT
1349723,37636,37636,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2027875,MILWAUKEE RESCUE MISSION
1349683,38611,38611,26909,15432,None,46351,407945,Rental Deposit Assistance,None,15432,MAXIMUS - CENTURY CITY TOWER,MAXIMUS,2027797,MAXIMUS
1349639,2702,2702,,,,,,,,,,,,
1349631,2702,2702,,,,,,,,,,,,
1349618,2890,2890,11642,6090,None,53589,413716,Administrative Entities,None,6090,LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT,LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT,2027667,LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT
1349608,31451,31451,12634,1904,None,19559,407978,Low Income/Subsidized Private Rental Housing,None,1904,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD) - HUD OFFICE - WISCONSIN,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),2027651,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)
1349605,26129,26129,26909,15432,None,46349,407943,Rent Payment Assistance,None,15432,MAXIMUS - CENTURY CITY TOWER,MAXIMUS,2027645,MAXIMUS
1349582,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2027599,GREAT RIVERS 2-1-1
1349533,32088,32088,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,2027503,DIRECTORY ASSISTANCE NUMBERS
1349499,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2027442,GREAT RIVERS 2-1-1
1349425,22323,22323,36605,15467,None,46589,413363,Inpatient Drug Detoxification,None,15467,AURORA PSYCHIATRIC HOSPITAL - WAUWATOSA,ADVOCATE AURORA HEALTH - MILWAUKEE COUNTY,2027301,ADVOCATE AURORA HEALTH - MILWAUKEE COUNTY
1349378,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2027224,GREAT RIVERS 2-1-1
1349370,21998,21998,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,2027212,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1349349,16457,16457,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,2027178,IMPACT
1349296,38482,38482,None,None,None,None,409972,Indoor Air Pollution Information,None,None,None, AgencySystem_Name: None,2027074, AgencySystem_ParentName: None
1349205,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026907,GREAT RIVERS 2-1-1
1349195,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026896,GREAT RIVERS 2-1-1
1349190,2841,2841,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026889,GREAT RIVERS 2-1-1
1349188,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,2026887,IMPACT
1349179,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026873,GREAT RIVERS 2-1-1
1349161,2693,2693,32117,17705,None,54559,411728,Adult In Home Respite Care,None,17705,NEIGHBORS IN ACTION,NEIGHBORS IN ACTION,2026837,NEIGHBORS IN ACTION
1349157,2670,2670,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026833,GREAT RIVERS 2-1-1
1349144,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026802,GREAT RIVERS 2-1-1
1349142,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026800,GREAT RIVERS 2-1-1
1349125,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,2026767,GREAT RIVERS 2-1-1
1349055,36253,36253,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,2026622,MILWAUKEE RESCUE MISSION
1348987,22330,22330,27102,15505,None,46919,413132,Talklines/Warmlines,None,15505,SIRONA RECOVERY,SIRONA RECOVERY,2026491,SIRONA RECOVERY
1348978,2693,2693,9829,3943,None,23340,410143,General Medical Care,None,3943,GUNDERSEN HOUSTON CLINIC,GUNDERSEN HOUSTON CLINIC,2026476,GUNDERSEN HOUSTON CLINIC
1348955,22666,22666,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,2026433,211 USE - COMMUNITY SHELTER UNMET
1348911,16008,16008,28456,16199,None,62472,407863,Soup Kitchens,None,16199,REPAIRERS OF THE BREACH,REPAIRERS OF THE BREACH,2026362,REPAIRERS OF THE BREACH
